description,category
WEB 3495 DUTCH BROS /ONLINE,Coffee
PURCHASE FUNIMATION,Entertainment
CARD 1792 CALTRAIN,Transport
ROOFTOP BAR,Bars
AUTH 9938 VENMO,P2P
WEB 5400 LYFT XL STORE 5400,Transport
PAYPAL TRANSFER AUSTIN TX,P2P
PURCHASE WINGSTOP,Restaurants
AUTH 7561 WISE TRANSFER,P2P
AUTH 9723 MONTHLY SERVICE FEE - SEATTLE WA,Fees
AUTH 3893 HILTON,Travel
POS 1511 MARKET BASKET - BERKELEY CA,Grocery
WEB 1667 WALMART *1667,Shopping
AUTH 6342 SEATTLE'S BEST LOS ANGELES CA,Coffee
POS 6921 WELLNESS CENTER SEATTLE WA,Health
POS 8588 GREYHOUND SEATTLE WA,Transport
CHEVRON *3888,Gas
POS 7071 UBERPOOL,Transport
WHATABURGER OAKLAND CA,Restaurants
POS 9744 DOLLAR GENERAL,Other
WISE TRANSFER LOS ANGELES CA,P2P
WEB 3697 APPLEBEE'S #3697,Restaurants
DISNEY+,Entertainment
HOLIDAY STATION /ONLINE,Gas
AUTH 5561 SPECTRUM,Utilities
PURCHASE STREET VENDOR SAN JOSE CA,Other
POS 2319 COSTCO WHOLESALE #2319,Shopping
WELLNESS CENTER OAKLAND CA,Health
BUILDINGLINK /ONLINE,Rent
WEB 5318 CASH APP,P2P
PURCHASE COFFEE REPUBLIC,Coffee
PAYMENT SERVICE CHARGE,Fees
PURCHASE UNITED AIRLINES STORE 2852,Travel
MAINTENANCE FEE *6468,Fees
SPIRIT AIRLINES - BERKELEY CA,Travel
CARD 4098 DIVE BAR *4098,Bars
PAYMENT DIRECTV /ONLINE,Utilities
SPOTIFY /ONLINE,Entertainment
AUTH 4044 SHAKE SHACK #4044,Restaurants
PURCHASE OPTOMETRY CENTER - SAN JOSE CA,Health
AUTH 3052 GLORIA JEAN'S /ONLINE,Coffee
PURCHASE HAPPY HOUR LOUNGE - SAN FRANCISCO CA,Bars
CARD 3621 URGENT CARE,Health
TSA PRECHECK /ONLINE,Travel
WEB 7608 TAPROOM,Bars
PURCHASE BREWER'S TAPROOM /ONLINE,Bars
PURCHASE SQUARE CASH SAN FRANCISCO CA,P2P
GAMESTOP,Shopping
POS 4905 YARD HOUSE *4905,Bars
GETTY,Gas
AUTH 6123 TAPROOM,Bars
POS 8091 CRUNCHYROLL STORE 8091,Entertainment
TICKETMASTER - SAN JOSE CA,Entertainment
PHILLIPS 66 - BERKELEY CA,Gas
PAYMENT UBER AIRPORT,Travel
WEB 6904 LABCORP STORE 6904,Health
PAYMENT SOUTHWEST /ONLINE,Travel
AUTH 8032 CARD REPLACEMENT FEE /ONLINE,Fees
SONIC DRIVE-IN,Restaurants
PURCHASE PEACOCK,Entertainment
CARD 5849 SPECTRUM *5849,Utilities
WEB 6739 TEXACO /ONLINE,Gas
GOOGLE PAY,P2P
POS 1983 DUTCH BROS,Coffee
CARD 2637 HAPPY HOUR LOUNGE,Bars
WEB 3587 PRICELINE,Travel
PARKING METER STORE 9592,Transport
POS 2514 CULVER'S - SAN FRANCISCO CA,Restaurants
PANERA BREAD #1305,Restaurants
HULU,Entertainment
WEB 2093 COSTCO FUEL AUSTIN TX,Gas
AUTH 3205 PAYPAL FRIENDS AUSTIN TX,P2P
WEB 6991 SAFEWAY /ONLINE,Grocery
POS 7299 AMTRAK AUSTIN TX,Transport
COMCAST,Utilities
PAYMENT AMAZON,Shopping
WEB 7450 COFFEE REPUBLIC LOS ANGELES CA,Coffee
PAYMENT DUTCH BROS,Coffee
WEB 3002 GYM MEMBERSHIP,Health
PURCHASE TRADER JOE'S - AUSTIN TX,Grocery
PAYMENT NBA LEAGUE PASS #4030,Entertainment
WEB 5768 CASH ADVANCE FEE /ONLINE,Fees
CRUNCHYROLL,Entertainment
WEB 9869 FOREIGN TRANSACTION FEE,Fees
CASH APP STORE 7358,P2P
PURCHASE NSF FEE,Fees
AUTH 8414 CULVER'S #8414,Restaurants
ONLINE RENT PAYMENT,Rent
PHILLIPS 66 - OAKLAND CA,Gas
SEATTLE'S BEST #3624,Coffee
APPLE STORE,Shopping
EXXONMOBIL *4147,Gas
PAYMENT WALGREENS - OAKLAND CA,Health
CARD 6904 LOCAL MARKET #6904,Other
PAYMENT REMITLY,P2P
ENTERPRISE RENTAL STORE 7679,Transport
AUTH 9030 BANK FEE,Fees
REGAL CINEMAS SAN FRANCISCO CA,Entertainment
AUTH 6075 CALTRAIN,Transport
PURCHASE MOBIL *9741,Gas
PAYMENT COX COMMUNICATIONS - NEW YORK NY,Utilities
CHIME TRANSFER #5234,P2P
SCOOTER RENTAL STORE 7382,Transport
WEB 6556 STRIPE PAYOUT,P2P
TAPROOM SEATTLE WA,Bars
CARD 3492 GOODWILL,Other
AUTH 4575 GOODWILL - OAKLAND CA,Other
WEB 5072 FOREIGN TRANSACTION FEE SAN JOSE CA,Fees
PAYMENT ADT SECURITY STORE 7305,Utilities
PAYMENT WINE BAR /ONLINE,Bars
CARD 2758 SUNOCO /ONLINE,Gas
PURCHASE MARRIOTT - SAN FRANCISCO CA,Travel
CARD 3044 AUDIBLE /ONLINE,Entertainment
PAYMENT SAVE MART,Grocery
CARD 9795 NIKE STORE STORE 9795,Shopping
BREWER'S TAPROOM BERKELEY CA,Bars
APARTMENT RENT - LOS ANGELES CA,Rent
DOLLAR TREE *1842,Other
PAYMENT NORDSTROM LOS ANGELES CA,Shopping
WHITE CASTLE *6198,Restaurants
KAISER,Health
POS 1346 STARBUCKS #1346,Coffee
QDOBA STORE 6410,Restaurants
POS 1411 MENTAL HEALTH /ONLINE,Health
WEB 1919 RAISING CANE'S *1919,Restaurants
WEB 2284 YARDI RENT - SAN FRANCISCO CA,Rent
PAYMENT PEET'S COFFEE #7666,Coffee
PURCHASE IRISH PUB,Bars
BARNES & NOBLE,Shopping
AUTH 6127 HARBOR FREIGHT,Other
PAYMENT BUILDINGLINK STORE 3080,Rent
SMUD ENERGY,Utilities
ZELLE REQUEST /ONLINE,P2P
POS 9077 HOME IMPROVEMENT - BERKELEY CA,Other
POS 7222 WISE TRANSFER /ONLINE,P2P
PURCHASE STOP & SHOP #7778,Grocery
CARD 4609 NIKE STORE,Shopping
MONTHLY SERVICE FEE,Fees
FRESH MARKET - SEATTLE WA,Grocery
MARKET BASKET STORE 2862,Grocery
SPEAKEASY #9635,Bars
AUTH 7983 STARBUCKS - BERKELEY CA,Coffee
SPORTS BAR OAKLAND CA,Bars
AUTH 9899 ETSY - SEATTLE WA,Shopping
POS 4972 INTELLIGENTSIA,Coffee
HOTELS.COM #7040,Travel
CARD 5114 SEATTLE'S BEST,Coffee
DELTA SHUTTLE - SEATTLE WA,Transport
PAYMENT GREYHOUND - SAN FRANCISCO CA,Transport
CARD 1460 TEXACO,Gas
STUMPTOWN,Coffee
BUDGET RENTAL #1246,Transport
PURCHASE COSTCO FUEL,Gas
CARD 6419 GYM MEMBERSHIP /ONLINE,Health
PAYMENT T-MOBILE,Utilities
PAYMENT DUNKIN SAN FRANCISCO CA,Coffee
CHEVRON - AUSTIN TX,Gas
POS 8993 SONIC DRIVE-IN BERKELEY CA,Restaurants
CARD 8513 CIDER HOUSE *8513,Bars
POS 1683 HARRIS TEETER STORE 1683,Grocery
WEB 8552 AMC THEATRES STORE 8552,Entertainment
CARD 9121 POST OFFICE,Other
PURCHASE SEATTLE'S BEST,Coffee
T-MOBILE,Utilities
PAYPAL TRANSFER - SAN JOSE CA,P2P
ATM FEE,Fees
POS 4643 TAPROOM /ONLINE,Bars
POS 4167 BP SAN FRANCISCO CA,Gas
WEB 4541 GAS COMPANY /ONLINE,Utilities
WEB 8786 SUBWAY,Restaurants
AUTH 3519 HILTON *3519,Travel
WEB 1616 REGAL CINEMAS STORE 1616,Entertainment
AUTH 8812 CVS PHARMACY - SEATTLE WA,Health
WEB 6652 COFFEE BEAN & TEA LEAF,Coffee
FOOD 4 LESS,Grocery
CARD 4152 PET STORE,Other
TICKETMASTER LOS ANGELES CA,Entertainment
CARD 5310 XFINITY,Utilities
WIRE FEE SEATTLE WA,Fees
AUTH 1747 TOLL BRIDGE,Transport
PAYMENT BLUE BOTTLE *9013,Coffee
CARD 2846 PHILLIPS 66 *2846,Gas
POS 1106 DELTA AIR LINES,Travel
AIRPORT SHUTTLE - BERKELEY CA,Transport
CARD 3898 PUBLIX NEW YORK NY,Grocery
POS 2511 CVS PHARMACY - SEATTLE WA,Health
AUTH 8712 GETTY,Gas
PURCHASE COCKTAIL CLUB,Bars
PAYMENT GULF OIL #9628,Gas
PURCHASE EBAY *1615,Shopping
AUTH 2821 FUNIMATION - AUSTIN TX,Entertainment
APARTMENTS LLC STORE 2391,Rent
WEB 7884 BIRD SCOOTERS - OAKLAND CA,Transport
WEB 6824 DIRECTV,Utilities
CARD 1786 GIANT EAGLE,Grocery
POS 1980 ELECTRIC CO-OP - SAN FRANCISCO CA,Utilities
CARD 4776 HOME DEPOT - OAKLAND CA,Shopping
AUTH 5465 SQUARE CASH *5465,P2P
APPLEBEE'S BAR STORE 5979,Bars
MAINTENANCE FEE /ONLINE,Fees
WEB 6064 POST OFFICE #6064,Other
AUTH 3469 YOUTUBE PREMIUM *3469,Entertainment
AUTH 6942 BOOKING.COM,Travel
AIRBNB *8927,Travel
THE ALEHOUSE - OAKLAND CA,Bars
UNIQLO STORE 8469,Shopping
PAYMENT UBERPOOL SAN JOSE CA,Transport
WEB 4110 BATH & BODY WORKS - BERKELEY CA,Shopping
CARD 3837 WATER BILL /ONLINE,Utilities
URGENT CARE,Health
PAYMENT GOODWILL - SAN JOSE CA,Other
PHILZ COFFEE AUSTIN TX,Coffee
AUTH 2780 MARRIOTT LOS ANGELES CA,Travel
GLORIA JEAN'S,Coffee
WEB 7340 SERVICE CHARGE #7340,Fees
FRESH MARKET,Grocery
PURCHASE SPROUTS,Grocery
AUTH 8248 QDOBA,Restaurants
WEB 8388 BREWER'S TAPROOM STORE 8388,Bars
PURCHASE AMTRAK #7675,Transport
POS 2171 CAR WASH STORE 2171,Other
AUTH 4876 BOOKING.COM,Travel
PURCHASE WELLNESS CENTER,Health
WEB 4052 LOCAL MARKET STORE 4052,Other
AUTH 3468 SEATTLE'S BEST - SAN FRANCISCO CA,Coffee
AUTH 6070 BIRD SCOOTERS,Transport
AUTH 2343 COMMUNITY CENTER /ONLINE,Other
AUTH 9615 NORDSTROM /ONLINE,Shopping
LABCORP *7395,Health
PURCHASE AT&T STORE 4263,Utilities
WEB 6562 DELTA SHUTTLE *6562,Transport
POS 4210 AIRBNB,Travel
PURCHASE CIRCLE K SAN JOSE CA,Gas
KING SOOPERS *2104,Grocery
NETFLIX *3315,Entertainment
CARD 8942 MARSHALLS - NEW YORK NY,Shopping
CARD 6104 WINE BAR STORE 6104,Bars
PURCHASE TOLL BRIDGE STORE 1086,Transport
XFINITY *9226,Utilities
UNITED AIRLINES /ONLINE,Travel
POS 8052 INTELLIGENTSIA /ONLINE,Coffee
STEAM GAMES /ONLINE,Entertainment
PAYMENT IHOP - AUSTIN TX,Restaurants
STARBUCKS /ONLINE,Coffee
CARD 2320 WINCO - NEW YORK NY,Grocery
PURCHASE FUNIMATION,Entertainment
SPEEDWAY - SEATTLE WA,Gas
PURCHASE CINCINNATI BELL,Utilities
PAYMENT WISE TRANSFER - SAN JOSE CA,P2P
POS 8933 BUDGET RENTAL #8933,Transport
AUTH 3541 ACE HARDWARE,Other
BATH & BODY WORKS /ONLINE,Shopping
FANDANGO #3229,Entertainment
SHELL #9670,Gas
CHILI'S,Restaurants
CARD 7948 FAMILY DOLLAR,Other
PAYPAL FRIENDS SAN JOSE CA,P2P
CARD 2434 SONIC INTERNET,Utilities
CARD 5835 ROOFTOP BAR SAN JOSE CA,Bars
WISE TRANSFER STORE 4858,P2P
CARD REPLACEMENT FEE *2995,Fees
SWEETGREEN STORE 2617,Restaurants
POS 6437 CITY PARKING,Transport
PAYLEASE /ONLINE,Rent
WEB 5413 DENNY'S *5413,Restaurants
AUTH 1601 ZAXBY'S *1601,Restaurants
CANCER CENTER SEATTLE WA,Health
ATM FEE AUSTIN TX,Fees
PAYMENT EMERGENCY ROOM,Health
ETSY,Shopping
CARD 6640 SERVICE CHARGE /ONLINE,Fees
PAVILIONS STORE 7844,Grocery
CARD 6014 AIRBNB STORE 6014,Travel
PET STORE #9707,Other
PURCHASE LATE FEE STORE 4298,Fees
UNIQLO,Shopping
PURCHASE DOLLAR GENERAL,Other
WEB 2520 BLUE BOTTLE STORE 2520,Coffee
CARD 9813 DERMATOLOGY,Health
CARD 6319 CASH ADVANCE FEE /ONLINE,Fees
PURCHASE REALPAGE PAYMENTS,Rent
CARD 6817 ORTHO CLINIC - AUSTIN TX,Health
CARD 1420 MEIJER,Grocery
FANDANGO *6040,Entertainment
KOHL'S #7976,Shopping
POS 5862 GAS BUDDY OAKLAND CA,Gas
POS 9843 RALPHS /ONLINE,Grocery
AUTH 5595 FRONTIER AIRLINES *5595,Travel
WEB 3832 COSTCO WHOLESALE - OAKLAND CA,Shopping
APARTMENT RENT,Rent
STRIPE PAYOUT #7421,P2P
PAYMENT STOP & SHOP,Grocery
AMTRAK - SAN JOSE CA,Transport
APPLE CASH - NEW YORK NY,P2P
DIVE BAR,Bars
POS 3474 OVERDRAFT FEE - SEATTLE WA,Fees
LATE FEE /ONLINE,Fees
POS 7699 BANK FEE BERKELEY CA,Fees
XBOX LIVE SEATTLE WA,Entertainment
CARD 8508 ZILLOW RENT *8508,Rent
CARD 5570 LOWE'S #5570,Shopping
AUTH 8713 SPORTS BAR - SAN JOSE CA,Bars
FRONTIER AIRLINES /ONLINE,Travel
INTELLIGENTSIA,Coffee
CARD 4213 AIRPORT PARKING - AUSTIN TX,Travel
PURCHASE YARDI RENT,Rent
PAYMENT SHAKE SHACK,Restaurants
WEB 8222 APPLEBEE'S,Restaurants
TIM HORTONS - SEATTLE WA,Coffee
AUTH 1375 UBERPOOL /ONLINE,Transport
POST OFFICE,Other
BEST BUY - BERKELEY CA,Shopping
COX COMMUNICATIONS - SAN JOSE CA,Utilities
WEB 9943 WHISKEY BAR #9943,Bars
RITE AID,Health
DELTA SHUTTLE STORE 9904,Transport
AUTH 9996 CINCINNATI BELL,Utilities
FOOD LION STORE 8563,Grocery
SPEEDWAY *3431,Gas
PAYMENT TARGET - LOS ANGELES CA,Shopping
PAYMENT COFFEE BEAN & TEA LEAF,Coffee
PURCHASE DUTCH BROS,Coffee
MARKET BASKET,Grocery
BEST BUY *8293,Shopping
AUTH 6271 KOHL'S *6271,Shopping
RAISING CANE'S #7861,Restaurants
WEB 2588 COX COMMUNICATIONS,Utilities
PAYMENT H&M,Shopping
FIVE GUYS,Restaurants
BUFFALO WILD WINGS STORE 2204,Restaurants
DUNKIN /ONLINE,Coffee
ALDI,Grocery
BART CLIPPER *2209,Transport
PURCHASE FUNIMATION STORE 8088,Entertainment
CARD 8300 HOTELS.COM,Travel
PAYMENT TEXACO *9470,Gas
CAFE NERO,Coffee
AUTH 8512 HILTON OAKLAND CA,Travel
EXXONMOBIL,Gas
PURCHASE ACE HARDWARE *8242,Other
AUTH 7395 SIRIUSXM,Entertainment
IN-N-OUT,Restaurants
KING SOOPERS - SAN JOSE CA,Grocery
POS 2964 ZAXBY'S,Restaurants
AUTH 6436 EXXONMOBIL,Gas
POS 8192 MUNI METRO,Transport
CARD 8498 STRIPE PAYOUT /ONLINE,P2P
PAYMENT MENTAL HEALTH,Health
SHELL /ONLINE,Gas
PURCHASE DELTA AIR LINES,Travel
AIRPORT PARKING SAN FRANCISCO CA,Travel
POS 9373 EXXONMOBIL,Gas
PURCHASE BANDCAMP,Entertainment
POS 7771 BOOKING.COM STORE 7771,Travel
WEB 1825 PAYLEASE,Rent
WEB 9060 CHILI'S BAR #9060,Bars
AUTH 1512 CHEESECAKE FACTORY STORE 1512,Restaurants
CARD 2001 FRONTIER AIRLINES NEW YORK NY,Travel
AUTH 4416 OVERDRAFT FEE,Fees
CARD 9812 PAYLEASE,Rent
PAYMENT ACME MARKETS *8906,Grocery
PURCHASE CANCER CENTER LOS ANGELES CA,Health
WEB 2310 MUNI METRO *2310,Transport
NORDSTROM,Shopping
POS 7447 PAVILIONS /ONLINE,Grocery
LYFT XL,Transport
YARDI RENT /ONLINE,Rent
DIRECTV - LOS ANGELES CA,Utilities
CARD 6246 REVOLUT,P2P
PAYMENT PARKING METER,Transport
MENTAL HEALTH,Health
UBER AIRPORT,Travel
POS 6091 MEGABUS,Transport
PAYMENT CHILI'S BAR STORE 2931,Bars
WEB 2927 PET STORE /ONLINE,Other
POS 7388 CHEVRON - OAKLAND CA,Gas
FUNIMATION #4658,Entertainment
PAYMENT DISNEY+ STORE 7443,Entertainment
POS 1323 LAVAZZA CAFE,Coffee
WHISKEY BAR STORE 3721,Bars
EXPEDIA STORE 2818,Travel
OLIVE GARDEN,Restaurants
RITE AID SEATTLE WA,Health
WEB 8167 VENMO REQUEST STORE 8167,P2P
IHOP,Restaurants
POS 5101 BART CLIPPER STORE 5101,Transport
POS 6259 APARTMENTS LLC *6259,Rent
CARIBOU COFFEE,Coffee
NOB HILL FOODS,Grocery
AUTH 8455 INTELLIGENTSIA STORE 8455,Coffee
WEB 1068 CINCINNATI BELL #1068,Utilities
STRIPE PAYOUT,P2P
PURCHASE GOOGLE PAY /ONLINE,P2P
PAYLEASE,Rent
PURCHASE MCDONALD'S SAN FRANCISCO CA,Restaurants
POS 3238 RITE AID NEW YORK NY,Health
AUTH 3698 STATEMENT FEE #3698,Fees
PAYMENT PHILZ COFFEE SAN JOSE CA,Coffee
QDOBA,Restaurants
POS 7539 ANNUAL FEE,Fees
AUTH 8338 ONLINE RENT PAYMENT STORE 8338,Rent
PAYMENT WIRE FEE *8087,Fees
POS 5225 COFFEE REPUBLIC - SAN JOSE CA,Coffee
AUTH 8104 BP *8104,Gas
POS 9171 WIRE FEE SAN FRANCISCO CA,Fees
RENT PAYMENT PORTAL,Rent
WEB 8465 UBERPOOL #8465,Transport
PURCHASE HULU,Entertainment
CARD 5973 COFFEE REPUBLIC,Coffee
POS 3122 AIRBNB *3122,Travel
FRED MEYER,Grocery
FOOD 4 LESS,Grocery
CARD 4038 SERVICE CHARGE - LOS ANGELES CA,Fees
PAYLEASE #9706,Rent
SAVE MART,Grocery
CARD 6162 AMERICAN AIRLINES *6162,Travel
PURCHASE COMMUNITY CENTER *3839,Other
WEB 1971 PRIMARY CARE STORE 1971,Health
AUTH 5605 SPROUTS - AUSTIN TX,Grocery
POS 2643 SPEEDWAY,Gas
AUTH 6396 JETBLUE /ONLINE,Travel
SUNOCO - OAKLAND CA,Gas
AUTH 1498 NIKE STORE #1498,Shopping
PURCHASE CASH APP,P2P
PURCHASE NFL GAMEPASS *2677,Entertainment
WHITE CASTLE /ONLINE,Restaurants
CARD 3494 TJ MAXX STORE 3494,Shopping
POS 9900 DOLLAR GENERAL *9900,Other
CARD 1095 HERTZ,Transport
DUNKIN #6749,Coffee
CARD 8520 DOLLAR GENERAL - SAN JOSE CA,Other
WEB 1637 CANCER CENTER AUSTIN TX,Health
PAYMENT CAR WASH - LOS ANGELES CA,Other
CARD 4111 DIRECTV,Utilities
PURCHASE CITY PARKING,Transport
WEB 4215 CASH APP - OAKLAND CA,P2P
AUTH 1838 CIRCLE K STORE 1838,Gas
PURCHASE DERMATOLOGY,Health
AUTH 7571 SEATTLE'S BEST #7571,Coffee
PAYMENT GETTY STORE 4031,Gas
PAYMENT PRIMARY CARE,Health
WEB 2850 GREYHOUND,Transport
POS 3282 CHIME TRANSFER *3282,P2P
PURCHASE CIDER HOUSE,Bars
CARD REPLACEMENT FEE STORE 9784,Fees
PURCHASE LA COLOMBE #5778,Coffee
WEB 2974 GREYHOUND #2974,Transport
POS 1565 YARD HOUSE,Bars
JACK IN THE BOX /ONLINE,Restaurants
CHIROPRACTOR /ONLINE,Health
PURCHASE MARRIOTT STORE 3693,Travel
AUTH 7553 BANK FEE *7553,Fees
GENERAL MERCHANT SAN FRANCISCO CA,Other
WEB 6841 PLAYSTATION STORE /ONLINE,Entertainment
LYFT AIRPORT BERKELEY CA,Travel
AUTH 8936 TJ MAXX - LOS ANGELES CA,Shopping
PAYMENT ALDI *5106,Grocery
CARD 9108 BEST BUY *9108,Shopping
PAYMENT NIKE STORE,Shopping
PAYMENT XBOX LIVE #1397,Entertainment
PAYMENT POST OFFICE,Other
AUTH 2099 SONIC DRIVE-IN,Restaurants
PURCHASE CIRCLE K,Gas
PURCHASE GENERAL MERCHANT *7733,Other
PAYMENT BIGGBY COFFEE - OAKLAND CA,Coffee
BOOKING.COM - SAN FRANCISCO CA,Travel
DOLLAR GENERAL *1144,Other
AUTH 5458 LABCORP,Health
POS 5607 ANNUAL FEE #5607,Fees
YARDI RENT OAKLAND CA,Rent
PURCHASE NETFLIX *3690,Entertainment
LYFT AIRPORT - SEATTLE WA,Travel
PAYMENT REVOLUT,P2P
BOOKING.COM #3149,Travel
PAYMENT TAXI SERVICE #3747,Transport
CARD 6625 THRIFT STORE STORE 6625,Other
PURCHASE HERTZ NEW YORK NY,Transport
POS 2509 REALPAGE PAYMENTS STORE 2509,Rent
WEB 9069 HULU /ONLINE,Entertainment
CARD 8437 ADT SECURITY,Utilities
TICKETMASTER OAKLAND CA,Entertainment
PAYMENT TARGET STORE 1216,Shopping
AUTH 5887 PHILLIPS 66,Gas
CARD 1878 WENDY'S - SAN JOSE CA,Restaurants
PAYMENT REVOLUT,P2P
PAYMENT FRED MEYER *1202,Grocery
AT&T INTERNET *8438,Utilities
AUTH 4655 CHIROPRACTOR #4655,Health
AUTH 8973 DRY CLEANING #8973,Other
PURCHASE AMERICAN AIRLINES *4784,Travel
AUTH 3479 STREET VENDOR STORE 3479,Other
FOREIGN TRANSACTION FEE,Fees
AUTH 2630 TENANT WEB,Rent
PURCHASE AT&T /ONLINE,Utilities
OFFICE DEPOT,Shopping
TENANT WEB,Rent
POS 1823 EBAY,Shopping
PURCHASE DRY CLEANING,Other
WEB 2227 76 STATION STORE 2227,Gas
ZELLE - OAKLAND CA,P2P
COSTCO WHOLESALE /ONLINE,Shopping
WEB 7870 EL POLLO LOCO #7870,Restaurants
PAYMENT VALERO #9850,Gas
PURCHASE HOTELS.COM #2488,Travel
WEB 9962 REGAL CINEMAS - SAN FRANCISCO CA,Entertainment
CIRCLE K *6371,Gas
WEB 1894 CHILI'S BAR #1894,Bars
AUTH 6796 TIM HORTONS NEW YORK NY,Coffee
WEB 5844 KROGER - SAN JOSE CA,Grocery
POS 2709 IRISH PUB STORE 2709,Bars
POS 3363 PAVILIONS,Grocery
AUTH 7656 INTELLIGENTSIA,Coffee
POS 5553 REALPAGE PAYMENTS STORE 5553,Rent
PEET'S COFFEE,Coffee
CHEESECAKE FACTORY,Restaurants
WEB 2692 ATM FEE,Fees
FOREIGN TRANSACTION FEE SAN FRANCISCO CA,Fees
TEXACO,Gas
CARD 4113 WHOLE FOODS OAKLAND CA,Grocery
CARD 6729 IRISH PUB STORE 6729,Bars
PAYMENT JERSEY MIKE'S - NEW YORK NY,Restaurants
PURCHASE PEET'S COFFEE,Coffee
PURCHASE PAYPAL TRANSFER,P2P
PAYMENT SMUD ENERGY - LOS ANGELES CA,Utilities
WEB 8591 SAVE MART - AUSTIN TX,Grocery
SPORTS BAR - OAKLAND CA,Bars
CARD 6082 SEATTLE'S BEST,Coffee
CANCER CENTER /ONLINE,Health
PROPERTY MANAGEMENT,Rent
PURCHASE SQUARE CASH OAKLAND CA,P2P
AUTH 8127 JAVAHOUSE,Coffee
PAYMENT UBERPOOL,Transport
AUTH 6445 AIRBNB STORE 6445,Travel
WEB 6797 COSTCO FUEL STORE 6797,Gas
APARTMENT RENT - BERKELEY CA,Rent
CARD 5939 DELTA SHUTTLE - OAKLAND CA,Transport
MOBIL,Gas
MARKET BASKET *9672,Grocery
WEB 1083 COSTCO,Grocery
PAYMENT WHATABURGER,Restaurants
DISNEY+,Entertainment
CHEESECAKE FACTORY,Restaurants
PAYMENT SAVE MART *8722,Grocery
PAYMENT JACK IN THE BOX *1842,Restaurants
PUBLIX #1534,Grocery
AUTH 2920 BP OAKLAND CA,Gas
CARD 2152 SHELL,Gas
PURCHASE SONIC DRIVE-IN,Restaurants
PURCHASE DENTAL CLINIC SEATTLE WA,Health
PAYMENT YOUTUBE PREMIUM,Entertainment
ROOFTOP BAR STORE 1173,Bars
POS 5515 ADT SECURITY /ONLINE,Utilities
BUILDINGLINK,Rent
WEB 5734 SCOOTER RENTAL *5734,Transport
LABCORP,Health
WEB 1650 XFINITY,Utilities
POS 1801 TOLL BRIDGE /ONLINE,Transport
WEB 3557 RENT PAYMENT PORTAL STORE 3557,Rent
BARNES & NOBLE - AUSTIN TX,Shopping
CARD 2775 AIRBNB - NEW YORK NY,Travel
POS 8898 TENANT WEB #8898,Rent
COFFEE BEAN & TEA LEAF - SAN JOSE CA,Coffee
POS 9137 HOTELS.COM *9137,Travel
PAYMENT COX COMMUNICATIONS,Utilities
PAYMENT EL POLLO LOCO #3546,Restaurants
AUTH 5286 ZELLE REQUEST /ONLINE,P2P
WEB 6314 GOOGLE PAY,P2P
CARD 5789 TEXACO,Gas
POS 7418 PRICELINE STORE 7418,Travel
PURCHASE SOUTHWEST STORE 1548,Travel
AUTH 1568 ZAXBY'S STORE 1568,Restaurants
FOOD 4 LESS,Grocery
POS 4080 PAYLEASE,Rent
PAYMENT PATREON *1210,Entertainment
PURCHASE CASH APP,P2P
AUTH 7563 GREYHOUND #7563,Transport
PURCHASE ATM FEE *3452,Fees
BANK FEE /ONLINE,Fees
ZIPCAR,Transport
CARD 2623 BREWER'S TAPROOM *2623,Bars
CARD 7639 ETSY,Shopping
URGENT CARE,Health
HARRIS TEETER - SEATTLE WA,Grocery
AUTH 5008 SAM'S CLUB OAKLAND CA,Shopping
FUNIMATION,Entertainment
CARD 2939 STATEMENT FEE,Fees
YARDI RENT,Rent
PURCHASE SMUD ENERGY,Utilities
AUTH 1934 SPEEDWAY *1934,Gas
CARD 7055 CAFE NERO STORE 7055,Coffee
AUTH 9395 EL POLLO LOCO,Restaurants
WEB 6395 LEASE DEPOSIT #6395,Rent
WEB 7102 RED LOBSTER - BERKELEY CA,Restaurants
WENDY'S *5979,Restaurants
PAYMENT UNITED AIRLINES #6860,Travel
POS 7251 DIVE BAR *7251,Bars
ARBY'S /ONLINE,Restaurants
WEB 1431 BARCADE,Bars
CARD 7904 XFINITY,Utilities
AUTH 3970 TICKETMASTER *3970,Entertainment
AUTH 3791 HOME DEPOT,Shopping
REVOLUT,P2P
POS 7020 TAPHOUSE STORE 7020,Bars
CARD 6270 UBER AIRPORT,Travel
DISTILLERY BAR,Bars
CARD 1770 BANK FEE *1770,Fees
PURCHASE THE LOCAL PUB,Bars
PAYMENT MICROBREWERY,Bars
PAYMENT EXPEDIA,Travel
COMMUNITY CENTER /ONLINE,Other
POS 2909 THE ALEHOUSE STORE 2909,Bars
POS 1652 AVIS RENTAL *1652,Transport
NETFLIX /ONLINE,Entertainment
POS 3082 APARTMENTS LLC STORE 3082,Rent
DELTA VACATIONS #5933,Travel
AUDIBLE SAN JOSE CA,Entertainment
POS 4388 KROGER,Grocery
CARD 6408 COSTCO FUEL STORE 6408,Gas
PAYMENT NFL GAMEPASS,Entertainment
PAYMENT HOLIDAY STATION STORE 8518,Gas
NFL GAMEPASS /ONLINE,Entertainment
WEB 4377 XBOX LIVE,Entertainment
POS 8031 SIRIUSXM /ONLINE,Entertainment
COCKTAIL CLUB,Bars
CARD 7802 RENTCAFE /ONLINE,Rent
PRICELINE,Travel
NORDSTROM #2634,Shopping
CARD 5714 MARRIOTT,Travel
PAYMENT FOOD 4 LESS *5656,Grocery
BEST BUY,Shopping
